순위,영화명,개봉일,제작연도,대표국적,국적,장르,감독,배급사,직배여부,등급,개봉스크린수,첫주관객,2주누적,최종누적관객,배수,스크린당관객,14일좌석수,평균좌석판매율,좌석결손일,누적매출액,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14
305,나의 이름은 마리아,2025-11-26,2024,프랑스,프랑스,드라마,제시카 팔뤼,찬란,비직배,15세이상관람가,16,507,755,1175,2.32,73,8839,4.5,4,10270900,109,112,67,54,73,21,71,47,10,40,62,24,40,25,3
306,"타르콥스키, 기도하는 영혼",2024-01-31,2019,이탈리아,이탈리아,다큐멘터리,,(주)와우,비직배,12세이상관람가,9,431,592,1141,2.65,127,3515,8.2,5,9960762,61,48,52,54,97,70,49,29,62,19,9,1,14,27,40
307,술타나의 꿈,2026-04-01,2023,스페인,스페인,애니메이션,,(주)트리플픽쳐스,비직배,12세이상관람가,31,550,707,1136,2.07,37,14353,2.8,4,10238600,149,70,58,101,68,54,50,14,22,32,12,25,23,29,23
308,니캡,2025-06-18,2024,아일랜드,"아일랜드,영국",코미디,,필름다빈,비직배,청소년관람불가,25,676,836,1116,1.65,45,9867,5.4,4,10648500,94,91,76,126,93,84,112,34,13,25,25,28,14,21,28
309,베르메르: 위대한 전시회,2025-09-17,2023,영국,영국,다큐멘터리,데이비드 비커스태프,영화사빅,비직배,전체관람가,17,586,835,1115,1.9,66,9149,9.0,1,10080400,97,60,106,96,102,61,64,35,17,42,49,49,15,42,17
310,다운폴,2024-03-27,2013,독일,독일,"전쟁,드라마",올리버 히르비겔,(주)피터팬픽쳐스,비직배,청소년관람불가,8,514,701,1089,2.12,136,3946,11.6,4,10883578,86,58,57,113,78,51,71,16,24,23,46,28,28,22,46
311,보로미니와 베르니니. 완벽을 위한 도전,2024-12-04,2023,이탈리아,이탈리아,다큐멘터리,,일미디어,비직배,전체관람가,10,389,702,1056,2.71,106,4607,10.5,5,7579000,47,65,25,51,74,85,42,37,7,12,23,192,23,19,33
312,리바이벌 69’,2024-12-04,2022,미국,미국,다큐멘터리,,스튜디오 에이드,비직배,15세이상관람가,33,564,739,1032,1.83,31,12468,2.9,4,10111600,84,77,62,173,57,45,66,17,20,13,28,10,3,84,5
313,맘마 로마,2025-08-20,1962,이탈리아,이탈리아,드라마,피에르 파올로 파솔리니,일미디어,비직배,15세이상관람가,17,482,624,996,2.07,59,5994,5.5,4,8231400,102,65,63,102,67,31,52,57,21,7,7,25,18,7,15
314,레이징 그레이스,2024-03-13,2023,영국,영국,"스릴러,미스터리",패리스 자실라,(주)이놀미디어,비직배,15세이상관람가,28,484,500,993,2.05,35,8501,2.4,8,9159986,69,67,82,99,88,35,44,0,1,0,11,1,0,3,6
315,두 피아노를 위한 콘체르토,2026-01-28,2024,프랑스,프랑스,드라마,,"그린나래미디어(주),(주)빅브라더스",비직배,12세이상관람가,21,697,917,978,1.4,47,9391,4.9,4,8203300,127,92,116,106,111,62,83,30,56,51,3,24,15,41,2
316,행복의 노란 손수건,2025-04-02,1977,일본,일본,드라마,야마다 요지,"(주)태양미디어그룹,(주)라이크콘텐츠",비직배,15세이상관람가,23,542,726,966,1.78,42,9889,3.8,4,7369600,99,47,88,95,110,45,58,10,26,17,36,67,6,22,6
317,타타르인의 사막,2025-10-29,1976,이탈리아,이탈리아,드라마,발레리오 주를리니,일미디어,비직배,12세이상관람가,14,377,550,932,2.47,67,4174,6.5,6,7578000,70,43,55,63,59,28,59,33,22,23,11,38,12,34,0
318,바넬과 아다마,2024-10-02,2023,프랑스,프랑스,드라마,,"그린나래미디어(주),(주)레드아이스 엔터테인먼트",비직배,12세이상관람가,23,568,669,912,1.61,40,15287,2.1,4,8416920,75,157,62,96,61,51,66,17,9,13,26,10,14,12,5
319,쑤저우강,2024-10-09,2022,중국,중국,"판타지,멜로/로맨스",,에이케이엔터테인먼트(주),비직배,15세이상관람가,16,596,795,838,1.41,52,4462,10.8,5,9049700,143,87,55,93,83,60,75,139,3,11,16,2,16,12,13
320,초상화의 이면. 아카데미아 카라라의 보물들,2025-05-28,2019,이탈리아,이탈리아,다큐멘터리,,일미디어,비직배,전체관람가,16,334,652,810,2.43,51,7204,7.5,5,6035000,59,35,37,44,26,61,72,24,38,39,23,162,17,15,12
321,로데오,2025-05-21,2022,프랑스,프랑스,드라마,롤라 키보론,필름다빈,비직배,15세이상관람가,17,344,385,805,2.34,47,8171,1.5,5,7141400,86,40,48,44,48,41,37,7,10,1,4,4,9,6,0
322,일 부코,2024-01-24,2021,이탈리아,"이탈리아,독일,프랑스",드라마,미켈란젤로 프라마르티노,그린나래미디어(주),비직배,전체관람가,10,416,522,788,1.89,79,2261,5.7,11,6603445,42,52,50,74,100,48,50,11,17,19,15,21,8,15,20
323,콜드 미트,2026-03-11,2023,영국,영국,스릴러,,(주)오싹엔터테인먼트,비직배,15세이상관람가,57,743,770,786,1.06,14,9374,3.4,7,6962260,143,118,111,153,94,47,77,2,5,5,6,5,0,4,6
324,리셋,2025-04-30,2026,캐나다,캐나다,다큐멘터리,배민,(주)빅브라더스,비직배,12세이상관람가,12,354,414,773,2.18,64,6198,5.6,4,7162300,21,50,50,74,79,39,41,3,9,6,10,22,6,4,78
325,파편들의 집,2024-07-24,2022,덴마크,"덴마크,핀란드,우크라이나,스웨덴",다큐멘터리,시몬 레렝 빌몽,필름다빈,비직배,12세이상관람가,21,388,500,764,1.97,36,8862,2.8,4,6639678,49,45,36,110,56,44,48,27,11,30,3,16,9,16,13
326,화성특급,2025-04-02,2023,프랑스,프랑스,애니메이션,제레미 페랭,주식회사 킨스튜디오,비직배,15세이상관람가,19,537,572,716,1.33,38,8626,2.8,4,6792900,241,37,38,63,52,37,69,2,2,5,6,9,3,8,3
327,모래그릇,2026-04-02,1974,일본,일본,"드라마,범죄",,(주)다자인소프트,비직배,15세이상관람가,18,515,657,701,1.36,39,5855,5.5,4,6767020,80,95,72,75,52,97,44,18,35,10,23,12,38,6,6
328,페루지노. 영원한 르네상스,2026-03-04,2023,이탈리아,이탈리아,다큐멘터리,,일미디어,비직배,전체관람가,15,322,450,691,2.15,46,4000,7.9,5,4885500,69,28,47,94,36,17,31,12,25,13,40,9,21,8,25
329,잔 뒤 바리,2024-04-03,2023,프랑스,프랑스,드라마,마이웬 르 베스코,"(주)태양미디어그룹,(주)라이크콘텐츠",비직배,15세이상관람가,18,513,675,687,1.34,38,4005,8.0,6,6138030,73,74,72,83,83,70,58,39,12,13,23,12,23,40,0
330,블러디 이스케이프: 지옥의 도주극,2024-07-25,2024,일본,일본,애니메이션,타니구치 고로,와이드 릴리즈(주),비직배,15세이상관람가,15,185,224,680,3.68,45,5810,2.5,5,6424917,18,10,67,26,17,41,6,1,1,3,1,32,0,1,0
331,키시베 로한 루브르에 가다,2024-08-01,2023,일본,일본,"미스터리,판타지",와타나베 카즈타카,(주)미디어캐슬,비직배,12세이상관람가,6,446,642,676,1.52,113,9446,3.9,4,4939517,114,73,62,69,47,47,34,24,23,30,43,25,29,22,34
332,"그리고, 살아간다",2024-01-01,2019,일본,일본,"드라마,가족,멜로/로맨스",츠키카와 쇼,(주)미디어캐슬,비직배,12세이상관람가,6,218,294,584,2.68,97,11770,2.4,0,4792166,70,37,21,21,17,35,17,15,9,5,6,16,11,14,12
333,"본인 출연, 제리",2024-11-13,2023,미국,미국,"다큐멘터리,스릴러,범죄",,주식회사 왓챠,비직배,15세이상관람가,16,422,510,564,1.34,35,5593,3.4,5,5316800,60,54,35,82,94,47,50,11,15,25,8,16,6,7,10
334,리볼버 릴리,2024-03-21,2023,일본,일본,액션,유키사다 이사오,와이드 릴리즈(주),비직배,15세이상관람가,31,333,345,546,1.64,18,8827,1.9,7,4837469,68,69,71,51,41,33,0,0,2,2,2,5,0,1,0
335,"프란체스코, 신의 어릿광대",2025-09-17,1950,이탈리아,이탈리아,드라마,로베르토 로셀리니,일미디어,비직배,12세이상관람가,0,158,237,491,3.11,,3287,4.0,5,3960300,32,17,37,29,17,9,17,6,0,18,25,11,11,8,6
336,엠파이어,2025-08-20,2024,프랑스,프랑스,"SF,코미디",브루노 뒤몽,주식회사 씨엠닉스,비직배,청소년관람불가,11,224,266,461,2.06,42,4949,2.3,7,4290200,61,40,18,24,30,12,39,3,4,29,0,0,2,4,0
337,부재,2025-08-27,2023,중국,중국,드라마,,필름다빈,비직배,12세이상관람가,17,279,330,442,1.58,26,5126,4.7,6,3795600,52,36,33,37,46,32,43,3,15,13,4,7,0,9,0
338,봉신연의: 조가풍운,2024-01-24,2023,중국,중국,"전쟁,판타지,액션",우얼샨,(주)스튜디오디에이치엘,비직배,12세이상관람가,23,343,377,409,1.19,18,354,10.1,13,3284317,142,33,39,54,34,21,20,0,0,15,0,0,19,0,16
339,호랑이 소녀,2025-05-07,2023,말레이시아,말레이시아,공포(호러),,주식회사 오디언스,비직배,12세이상관람가,20,311,354,409,1.32,20,4601,4.4,6,3899800,69,53,22,75,32,37,23,0,12,6,7,4,9,5,39
340,이사벨라 두크로트 언리미티드,2025-12-24,2024,이탈리아,이탈리아,다큐멘터리,,일미디어,비직배,12세이상관람가,10,292,322,401,1.37,40,1361,7.6,9,3307000,98,10,46,36,24,25,53,0,0,6,4,7,0,13,10
341,마더스 베이비,2025-12-11,2025,오스트리아,"오스트리아 ,독일,스위스","스릴러,미스터리",요한나 모더,(주)플레이그램,비직배,15세이상관람가,5,220,360,360,1.64,72,910,21.9,5,1800000,100,20,20,20,20,20,20,20,20,20,20,20,20,20,0
342,유코의 평형추,2024-05-01,2020,일본,일본,드라마,하루모토 유지로,(주)미디어캐슬,비직배,15세이상관람가,6,210,299,356,1.7,59,7902,2.0,5,2399139,64,32,32,21,18,26,17,14,7,15,13,16,11,13,24
343,스퍼마게돈: 사정의 날,2025-10-23,2024,노르웨이,노르웨이,"애니메이션,뮤지컬","토미 위르콜라,라스무스 A. 실버르센",주식회사 원더스튜디오,비직배,청소년관람불가,14,317,317,318,1.0,23,4195,2.1,12,3090400,41,56,64,66,33,26,31,0,0,0,0,0,0,0,0
344,나이트 플라워,2026-01-08,2025,일본,일본,드라마,우치다 에이지,메가박스중앙(주) 플러스엠 엔터테인먼트,비직배,15세이상관람가,16,174,188,274,1.57,17,4293,2.4,8,2677600,35,29,26,24,25,21,14,5,1,0,6,0,2,0,0
345,아카디안,2025-02-13,2024,미국,미국,"SF,액션,스릴러",벤자민 브루어,(주)스튜디오디에이치엘,비직배,15세이상관람가,27,248,262,266,1.07,10,5513,2.0,5,2403500,55,46,44,40,27,31,5,3,1,3,2,3,2,0,1
346,보이 킬스 월드,2025-10-16,2024,미국,"미국,독일",액션,모리츠 모어,"(주)더쿱디스트리뷰션,(주)드림팩트엔터테인먼트",비직배,청소년관람불가,20,256,256,256,1.0,13,3734,2.2,12,2442900,58,35,43,45,41,29,5,0,0,0,0,0,0,0,0
347,극장판 후르츠 바스켓: 프렐류드,2024-03-01,2022,일본,일본,애니메이션,이바타 요시히데,(주)미디어캐슬,비직배,12세이상관람가,5,134,195,237,1.77,47,8536,1.2,3,1729100,12,47,34,14,14,10,3,3,24,10,5,10,4,5,15
348,호리아,2024-12-25,2022,프랑스,프랑스,드라마,,(주)드림팩트엔터테인먼트,비직배,12세이상관람가,0,114,151,237,2.08,,2225,3.0,5,2217300,24,15,22,16,16,13,8,11,2,6,5,3,5,5,1
349,"피에르 보나르, 마르타 보나르",2025-11-28,2023,프랑스,프랑스,"멜로/로맨스,드라마",마르탱 프로보스트,주식회사 오디언스,비직배,15세이상관람가,0,25,48,230,9.2,,119,16.1,12,1835500,17,1,1,5,0,1,0,9,0,14,0,0,0,0,14
350,달의 차고 기움,2024-11-01,2022,일본,일본,드라마,히로키 류이치,(주)미디어캐슬,비직배,12세이상관람가,0,157,215,221,1.41,,8520,1.3,3,1606600,46,37,30,14,11,8,11,8,6,8,9,15,3,9,6
351,8일 만에 죽은 괴수의 12일 이야기,2024-05-16,2023,일본,일본,드라마,이와이 슌지,(주)미디어캐슬,비직배,전체관람가,5,114,168,183,1.61,37,6383,1.3,4,1211778,31,23,21,16,5,13,5,6,14,3,9,6,11,5,12
352,굿바이 크루얼 월드,2024-07-16,2022,일본,일본,"액션,범죄",오오모리 타츠시,(주)미디어캐슬,비직배,청소년관람불가,0,88,147,183,2.08,,7168,1.1,5,1182200,27,10,10,17,13,7,4,5,10,9,11,5,12,7,8
353,정크 헤드,2024-09-01,2017,일본,일본,애니메이션,타카히데 호리,(주)미디어캐슬,비직배,15세이상관람가,0,82,152,170,2.07,,8319,1.7,1,1224000,21,27,4,10,4,7,9,14,14,15,4,7,8,8,14
354,모두가 그녀를 사랑해,2026-02-11,2024,프랑스,"프랑스,노르웨이",드라마,나빌 아유쉬,그린나래미디어(주),비직배,15세이상관람가,0,114,169,170,1.49,,3285,2.7,6,1541900,16,13,14,19,16,13,23,14,9,6,8,5,4,9,0
355,런 베이비 런,2025-09-04,2023,스페인,스페인,스릴러,,주식회사 풍경소리,비직배,15세이상관람가,0,148,158,168,1.14,,188,9.1,12,1121000,75,63,0,0,5,0,5,0,5,0,0,0,0,5,0
356,마이 스몰 랜드,2024-02-01,2022,일본,일본,드라마,카와와다 에마,(주)미디어캐슬,비직배,12세이상관람가,0,74,117,165,2.23,,7398,1.1,4,1104578,9,9,8,19,11,11,7,4,6,5,4,5,11,8,12
357,서치: 데스게임,2024-01-18,2021,러시아,러시아,스릴러,안나 자이체바,주식회사 원더스튜디오,비직배,청소년관람불가,0,88,126,160,1.82,,364,11.2,10,960000,43,5,10,9,7,6,8,6,10,0,0,8,8,6,7
358,타이거스 네스트: 호랑이의 보디가드,2024-05-16,2022,이탈리아,이탈리아,"어드벤처,드라마",브란도 쿠일리치,(주)영화사선,비직배,전체관람가,0,101,160,160,1.58,,858,10.2,5,1693500,50,8,9,8,8,10,8,8,8,8,13,8,5,9,0
359,마이다스 맨: 전설의 시작,2025-09-24,2024,영국,영국,드라마,,(주)누리픽쳐스,비직배,15세이상관람가,0,119,119,160,1.34,,44,38.6,14,1124000,85,17,17,0,0,0,0,0,0,0,0,0,0,0,0
360,히즈,2024-01-10,2020,일본,일본,드라마,이마이즈미 리키야,(주)태양미디어그룹,비직배,12세이상관람가,0,62,78,158,2.55,,266,12.4,13,1266000,46,0,0,0,0,16,0,0,0,0,0,0,16,0,0
361,극장판 이치케이의 까마귀,2024-09-16,2023,일본,일본,드라마,타나카 아키라,(주)미디어캐슬,비직배,12세이상관람가,0,95,141,157,1.65,,8181,1.9,0,1106000,14,7,15,27,15,11,6,7,4,4,6,5,9,11,15
362,나이트콜,2025-03-05,2024,프랑스,프랑스,액션,,(주)뮤제엔터테인먼트,비직배,15세이상관람가,0,89,140,153,1.72,,973,10.1,5,932000,9,40,10,10,8,6,6,7,6,8,10,6,8,6,6
363,베어헌터,2024-03-28,2022,러시아,러시아,"어드벤처,스릴러",안톤 머스,주식회사 원더스튜디오,비직배,15세이상관람가,0,80,112,148,1.85,,617,11.6,7,888000,40,8,0,8,8,8,8,6,10,0,0,8,8,0,10
364,지옥의 외인부대,2024-07-24,2023,프랑스,프랑스,"전쟁,액션",다비드 오엘호펜,(주)뮤제엔터테인먼트,비직배,15세이상관람가,0,84,140,148,1.76,,973,10.0,5,896000,1,41,9,8,8,8,9,8,8,8,8,8,8,8,8
365,썬 오브 람세스,2024-02-07,2022,프랑스,프랑스,"스릴러,드라마,범죄",클레망 코지토르,그린나래미디어(주),비직배,15세이상관람가,6,87,117,145,1.67,24,2171,3.0,5,1180600,24,10,4,3,16,21,9,2,3,4,7,5,7,2,0
366,극장판 오드 택시 인 더 우즈,2024-02-16,2022,일본,일본,애니메이션,키노시타 바쿠,(주)미디어캐슬,비직배,15세이상관람가,0,95,143,143,1.51,,7556,1.2,4,965039,24,19,13,9,10,14,6,9,8,3,4,5,12,7,0
367,닥터 코토 진료소,2024-10-16,2022,일본,일본,드라마,나카에 이사무,(주)미디어캐슬,비직배,12세이상관람가,0,84,124,137,1.63,,4787,1.4,5,913500,16,14,6,27,8,3,10,4,1,8,4,7,3,13,8
368,베이비 어쌔신: 나이스 데이즈,2025-02-26,2024,일본,일본,"액션,범죄",사카모토 유고,(주)스튜디오디에이치엘,비직배,15세이상관람가,0,117,119,130,1.11,,574,4.9,12,1124500,37,19,10,11,11,13,16,0,0,0,2,0,0,0,0
369,성욕주의: 은밀한 밀회,2025-07-31,2024,대만,대만,"멜로/로맨스,드라마",양야체,(주)누리픽쳐스,비직배,청소년관람불가,0,128,128,128,1.0,,,,15,708000,94,17,17,0,0,0,0,0,0,0,0,0,0,0,0
370,부르달락: 흡혈귀,2024-03-28,2023,프랑스,프랑스,기타,에이드리언 보우,주식회사 풍경소리,비직배,15세이상관람가,0,72,98,126,1.75,,263,16.5,11,756000,41,21,0,0,10,0,0,16,0,0,0,10,0,0,8
371,그레이트 칸,2024-05-23,2022,카자흐스탄,카자흐스탄,"액션,전쟁",,주식회사 풍경소리,비직배,15세이상관람가,0,74,98,122,1.65,,212,16.3,12,732000,50,16,0,0,8,0,0,16,0,0,0,8,0,0,0
372,유어 럭키 데이,2024-02-22,2023,미국,미국,"액션,스릴러",,주식회사 풍경소리,비직배,15세이상관람가,0,66,90,114,1.73,,339,12.0,11,684000,40,18,0,0,8,0,0,16,0,0,0,8,0,0,8
373,사다코 디엑스,2024-07-01,2022,일본,일본,공포(호러),키무라 히사시,(주)미디어캐슬,비직배,12세이상관람가,0,78,99,108,1.38,,6881,1.4,1,751900,16,10,18,11,2,7,14,2,5,2,4,0,4,4,9
374,서바이브,2025-01-23,2024,프랑스,"프랑스,벨기에","스릴러,액션,SF",프레데릭쟈댕,주식회사 풍경소리,비직배,15세이상관람가,0,56,72,104,1.86,,191,8.3,13,624000,40,16,0,0,0,0,0,0,0,0,0,8,0,8,0
375,썬레이: 폴른 솔저,2025-05-15,2024,영국,영국,"범죄,액션",,주식회사 풍경소리,비직배,15세이상관람가,0,58,70,88,1.52,,256,9.9,11,528000,40,12,0,0,6,0,0,6,0,0,0,6,0,0,6
376,2147,2025-02-27,2024,스페인,스페인,SF,,(주)스마일이엔티,비직배,15세이상관람가,0,84,84,84,1.0,,227,10.3,12,504000,40,8,8,8,6,8,6,0,0,0,0,0,0,0,0
377,거북의 등딱지는 갈비뼈,2024-06-01,2022,일본,일본,애니메이션,모리 · 마사,(주)미디어캐슬,비직배,12세이상관람가,0,46,69,82,1.78,,3230,1.3,6,489500,7,11,10,6,7,1,4,4,4,0,2,2,2,9,13
378,공백,2024-03-16,2021,일본,일본,드라마,요시다 케이스케,(주)미디어캐슬,비직배,12세이상관람가,0,34,62,80,2.35,,6035,0.9,2,565500,10,3,4,5,5,3,4,6,3,5,4,2,3,5,4
379,섀도우 오브 파이어,2024-12-01,2023,일본,일본,드라마,츠카모토 신야,(주)미디어캐슬,비직배,15세이상관람가,0,49,78,80,1.63,,6082,1.2,1,553000,6,14,2,8,7,7,5,5,5,8,3,1,2,5,2
380,아토맨: 뉴 히어로,2025-11-20,2025,벨기에,"벨기에,모로코","액션,어드벤처",,주식회사 풍경소리,비직배,15세이상관람가,0,54,66,78,1.44,,237,8.4,13,468000,30,12,0,0,12,0,0,6,0,0,0,0,0,6,0
381,허 바디,2024-10-31,2023,체코,체코,드라마,,"(주)플레이그램,(주)태양미디어그룹",비직배,청소년관람불가,0,56,72,72,1.29,,280,11.4,13,432000,40,0,0,0,16,0,0,0,0,0,0,16,0,0,0
382,심패티 포 데블,2026-04-15,2023,미국,"미국,네덜란드,영국","액션,스릴러",유발 애들러,주식회사 풍경소리,비직배,15세이상관람가,0,45,55,65,1.44,,182,9.5,12,390000,25,10,5,0,0,5,0,0,5,0,0,0,5,0,0
383,더치스: 복수의 화신,2026-03-05,2024,영국,영국,"액션,범죄",닐 마샬,주식회사 풍경소리,비직배,청소년관람불가,0,40,45,60,1.5,,248,6.4,12,360000,25,10,0,0,5,0,0,5,0,0,0,0,0,0,5
384,리틀 블루,2024-06-27,2022,대만,대만,멜로/로맨스,이이팡,오드,비직배,청소년관람불가,0,22,29,35,1.59,,2080,0.5,4,86000,14,3,1,1,1,1,1,1,1,1,1,1,1,1,1
385,21 파라다이스,2024-08-08,2022,스페인,스페인,기타,,(주)빅웨이브시네마,비직배,청소년관람불가,0,26,28,28,1.08,,,,15,156000,26,0,0,0,0,0,0,0,0,0,2,0,0,0,0
386,원 퍼센터,2024-08-23,2023,일본,일본,액션,야마구치 유다이,(주)빅웨이브시네마,비직배,15세이상관람가,0,26,28,28,1.08,,,,15,164000,26,0,0,0,0,0,0,0,0,2,0,0,0,0,0
387,오시리스,2026-04-23,2025,미국,미국,"SF,액션,공포(호러)",윌리엄 카우프먼,(주)스튜디오디에이치엘,비직배,15세이상관람가,0,25,25,25,1.0,,,,15,150000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,파이브 데이즈,2025-09-30,2023,중국,중국,"드라마,범죄",,(주)스튜디오디에이치엘,비직배,15세이상관람가,0,24,24,24,1.0,,,,15,144000,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,사탄의 부름,2025-12-24,2023,캐나다,캐나다,"다큐멘터리,미스터리",,오드,비직배,15세이상관람가,0,23,24,24,1.04,,273,1.0,12,94000,17,1,1,1,1,1,1,1,0,0,0,0,0,0,0
390,시스터즈,2026-01-28,2024,베트남,베트남,공포(호러),,(주)조이엔시네마,비직배,15세이상관람가,0,17,17,17,1.0,,,,15,92000,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,레이턴시,2025-07-24,2024,미국,"미국,태국","액션,스릴러,SF",,(주)스튜디오디에이치엘,비직배,15세이상관람가,0,11,11,11,1.0,,,,15,73000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,일대무사,2025-08-28,2023,중국,중국,액션,,(주)스튜디오디에이치엘,비직배,12세이상관람가,0,11,11,11,1.0,,,,15,66000,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0
393,데드 포 어 달러,2025-09-18,2022,미국,미국,"서부극(웨스턴),스릴러",월터 힐,(주)빅브라더스,비직배,15세이상관람가,0,4,5,5,1.25,,,,15,49000,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
394,세틀러스,2024-05-15,2021,남아프리카공화국,남아프리카공화국,"SF,스릴러",,(주)하이스트레인저,비직배,15세이상관람가,0,1,1,1,1.0,,,,15,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
